"Artist_Name","Album_Title","Genre","Composer","Track_Name","Track_Price","InvoiceId","Invoice_Price","SR_ID","SR_firstname","SR_LastName","SR_title","SR_City","SR_state","SR_Country","CustomerId","Customer_FirstName","Customer_LastName","Customer_City","Customer_State","Customer_Country"
Mötley Crüe,Motley Crue Greatest Hits,Metal,Nikki Sixx,Kickstart My Heart,0.99,271,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,51,Joakim,Johansson,Stockholm,,Sweden
Mötley Crüe,Motley Crue Greatest Hits,Metal,Nikki Sixx/Tommy Lee/Vince Neil,Wild Side,0.99,61,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,32,Aaron,Mitchell,Winnipeg,MB,Canada
Mötley Crüe,Motley Crue Greatest Hits,Metal,Bryan Adams/Nikki Sixx/Scott Humphrey,Glitter,0.99,,,,,,,,,,,,,,,
Mötley Crüe,Motley Crue Greatest Hits,Metal,Mick Mars/Nikki Sixx,Dr. Feelgood,0.99,,,,,,,,,,,,,,,
Mötley Crüe,Motley Crue Greatest Hits,Metal,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,Same Ol' Situation,0.99,376,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,31,Martha,Silk,Halifax,NS,Canada
Mötley Crüe,Motley Crue Greatest Hits,Metal,Nikki Sixx/Tommy Lee/Vince Neil,Home Sweet Home,0.99,166,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,12,Roberto,Almeida,Rio de Janeiro,RJ,Brazil
Mötley Crüe,Motley Crue Greatest Hits,Metal,Nikki Sixx,Afraid,0.99,,,,,,,,,,,,,,,
Mötley Crüe,Motley Crue Greatest Hits,Metal,Mick Mars/Nikki Sixx,Don't Go Away Mad (Just Go Away),0.99,,,,,,,,,,,,,,,
Mötley Crüe,Motley Crue Greatest Hits,Metal,Mick Mars/Nikki Sixx,Without You,0.99,,,,,,,,,,,,,,,
Mötley Crüe,Motley Crue Greatest Hits,Metal,Cub Coda/Michael Lutz,Smokin' in The Boys Room,0.99,271,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,51,Joakim,Johansson,Stockholm,,Sweden
Mötley Crüe,Motley Crue Greatest Hits,Metal,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,Primal Scream,0.99,61,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,32,Aaron,Mitchell,Winnipeg,MB,Canada
Mötley Crüe,Motley Crue Greatest Hits,Metal,Nikki Sixx,Too Fast For Love,0.99,,,,,,,,,,,,,,,
Mötley Crüe,Motley Crue Greatest Hits,Metal,Nikki Sixx,Looks That Kill,0.99,,,,,,,,,,,,,,,
Mötley Crüe,Motley Crue Greatest Hits,Metal,Nikki Sixx,Shout At The Devil,0.99,376,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,31,Martha,Silk,Halifax,NS,Canada
Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,Kurt Cobain,Intro,0.99,166,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,12,Roberto,Almeida,Rio de Janeiro,RJ,Brazil
Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,Kurt Cobain,School,0.99,,,,,,,,,,,,,,,
Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,Kurt Cobain,Drain You,0.99,,,,,,,,,,,,,,,
Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,Nirvana,Aneurysm,0.99,,,,,,,,,,,,,,,
Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,Nirvana,Smells Like Teen Spirit,0.99,271,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,51,Joakim,Johansson,Stockholm,,Sweden
Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,Kurt Cobain,Been A Son,0.99,61,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,32,Aaron,Mitchell,Winnipeg,MB,Canada
Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,Kurt Cobain,Lithium,0.99,,,,,,,,,,,,,,,
Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,Kurt Cobain,Sliver,0.99,,,,,,,,,,,,,,,
Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,Kurt Cobain,Spank Thru,0.99,376,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,31,Martha,Silk,Halifax,NS,Canada
Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,Nirvana,Scentless Apprentice,0.99,166,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,12,Roberto,Almeida,Rio de Janeiro,RJ,Brazil
Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,Kurt Cobain,Heart-Shaped Box,0.99,,,,,,,,,,,,,,,
Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,Kurt Cobain,Milk It,0.99,,,,,,,,,,,,,,,
Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,Kurt Cobain,Negative Creep,0.99,,,,,,,,,,,,,,,
Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,Kurt Cobain,Polly,0.99,271,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,51,Joakim,Johansson,Stockholm,,Sweden
Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,Kurt Cobain,Breed,0.99,61,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,32,Aaron,Mitchell,Winnipeg,MB,Canada
Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,Kurt Cobain,Tourette's,0.99,,,,,,,,,,,,,,,
Nirvana,From The Muddy Banks Of The Wishkah [Live],Rock,Kurt Cobain,Blew,0.99,,,,,,,,,,,,,,,
Nirvana,Nevermind,Rock,Kurt Cobain,Smells Like Teen Spirit,0.99,376,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,31,Martha,Silk,Halifax,NS,Canada
Nirvana,Nevermind,Rock,Kurt Cobain,In Bloom,0.99,166,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,12,Roberto,Almeida,Rio de Janeiro,RJ,Brazil
Nirvana,Nevermind,Rock,Kurt Cobain,Come As You Are,0.99,,,,,,,,,,,,,,,
Nirvana,Nevermind,Rock,Kurt Cobain,Breed,0.99,,,,,,,,,,,,,,,
Nirvana,Nevermind,Rock,Kurt Cobain,Lithium,0.99,,,,,,,,,,,,,,,
Nirvana,Nevermind,Rock,Kurt Cobain,Polly,0.99,271,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,51,Joakim,Johansson,Stockholm,,Sweden
Nirvana,Nevermind,Rock,Kurt Cobain,Territorial Pissings,0.99,61,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,32,Aaron,Mitchell,Winnipeg,MB,Canada
Nirvana,Nevermind,Rock,Kurt Cobain,Drain You,0.99,,,,,,,,,,,,,,,
Nirvana,Nevermind,Rock,Kurt Cobain,Lounge Act,0.99,,,,,,,,,,,,,,,
Nirvana,Nevermind,Rock,Kurt Cobain,Stay Away,0.99,,,,,,,,,,,,,,,
Nirvana,Nevermind,Rock,Kurt Cobain,On A Plain,0.99,166,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,12,Roberto,Almeida,Rio de Janeiro,RJ,Brazil
Nirvana,Nevermind,Rock,Kurt Cobain,Something In The Way,0.99,,,,,,,,,,,,,,,
O Terço,Compositores,Rock,,Time,0.99,,,,,,,,,,,,,,,
O Terço,Compositores,Rock,,P.S.Apareça,0.99,,,,,,,,,,,,,,,
O Terço,Compositores,Rock,,Sangue Latino,0.99,271,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,51,Joakim,Johansson,Stockholm,,Sweden
O Terço,Compositores,Rock,,Sangue Latino,0.99,377,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,45,Ladislav,Kovács,Budapest,,Hungary
O Terço,Compositores,Rock,,Folhas Secas,0.99,61,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,32,Aaron,Mitchell,Winnipeg,MB,Canada
O Terço,Compositores,Rock,,Folhas Secas,0.99,378,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,46,Hugh,O'Reilly,Dublin,Dublin,Ireland
O Terço,Compositores,Rock,,Poeira,0.99,378,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,46,Hugh,O'Reilly,Dublin,Dublin,Ireland
O Terço,Compositores,Rock,,Mágica,0.99,,,,,,,,,,,,,,,
O Terço,Compositores,Rock,,Quem Mata A Mulher Mata O Melhor,0.99,379,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,48,Johannes,Van der Berg,Amsterdam,VV,Netherlands
O Terço,Compositores,Rock,,Mundaréu,0.99,166,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,12,Roberto,Almeida,Rio de Janeiro,RJ,Brazil
O Terço,Compositores,Rock,,O Braço Da Minha Guitarra,0.99,379,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,48,Johannes,Van der Berg,Amsterdam,VV,Netherlands
O Terço,Compositores,Rock,,Deus,0.99,,,,,,,,,,,,,,,
O Terço,Compositores,Rock,,Mãe Terra,0.99,380,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,50,Enrique,Muñoz,Madrid,,Spain
O Terço,Compositores,Rock,,Às Vezes,0.99,271,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,51,Joakim,Johansson,Stockholm,,Sweden
O Terço,Compositores,Rock,,Menino De Rua,0.99,61,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,32,Aaron,Mitchell,Winnipeg,MB,Canada
O Terço,Compositores,Rock,,Menino De Rua,0.99,380,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,50,Enrique,Muñoz,Madrid,,Spain
O Terço,Compositores,Rock,,Prazer E Fé,0.99,,,,,,,,,,,,,,,
O Terço,Compositores,Rock,,Elza,0.99,380,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,50,Enrique,Muñoz,Madrid,,Spain
Olodum,Olodum,Latin,,Requebra,0.99,,,,,,,,,,,,,,,
Olodum,Olodum,Latin,,Nossa Gente (Avisa Là),0.99,166,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,12,Roberto,Almeida,Rio de Janeiro,RJ,Brazil
Olodum,Olodum,Latin,,Nossa Gente (Avisa Là),0.99,380,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,50,Enrique,Muñoz,Madrid,,Spain
Olodum,Olodum,Latin,,Olodum - Alegria Geral,0.99,,,,,,,,,,,,,,,
Olodum,Olodum,Latin,,Madagáscar Olodum,0.99,,,,,,,,,,,,,,,
Olodum,Olodum,Latin,,Faraó Divindade Do Egito,0.99,,,,,,,,,,,,,,,
Olodum,Olodum,Latin,,Todo Amor (Asas Da Liberdade),0.99,381,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,54,Steve,Murray,Edinburgh ,,United Kingdom
Olodum,Olodum,Latin,,Denúncia,0.99,61,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,32,Aaron,Mitchell,Winnipeg,MB,Canada
Olodum,Olodum,Latin,,"Olodum, A Banda Do Pelô",0.99,,,,,,,,,,,,,,,
Olodum,Olodum,Latin,,Cartao Postal,0.99,,,,,,,,,,,,,,,
Olodum,Olodum,Latin,,Jeito Faceiro,0.99,381,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,54,Steve,Murray,Edinburgh ,,United Kingdom
Olodum,Olodum,Latin,,Revolta Olodum,0.99,166,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,12,Roberto,Almeida,Rio de Janeiro,RJ,Brazil
Olodum,Olodum,Latin,,Revolta Olodum,0.99,272,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,6,Helena,Holý,Prague,,Czech Republic
Olodum,Olodum,Latin,,Reggae Odoyá,0.99,273,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,7,Astrid,Gruber,Vienne,,Austria
Olodum,Olodum,Latin,,Protesto Do Olodum (Ao Vivo),0.99,273,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,7,Astrid,Gruber,Vienne,,Austria
Olodum,Olodum,Latin,,Olodum - Smile (Instrumental),0.99,381,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,54,Steve,Murray,Edinburgh ,,United Kingdom
Os Paralamas Do Sucesso,Acústico MTV,Latin,Bi Ribeira/Herbert Vianna/João Barone,Vulcão Dub - Fui Eu,0.99,274,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,9,Kara,Nielsen,Copenhagen,,Denmark
Os Paralamas Do Sucesso,Acústico MTV,Latin,Herbert Vianna,O Trem Da Juventude,0.99,61,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,32,Aaron,Mitchell,Winnipeg,MB,Canada
Os Paralamas Do Sucesso,Acústico MTV,Latin,Chico Science/Dengue/Lúcio Maia,Manguetown,0.99,274,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,9,Kara,Nielsen,Copenhagen,,Denmark
Os Paralamas Do Sucesso,Acústico MTV,Latin,Herbert Vianna,"Um Amor, Um Lugar",0.99,381,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,54,Steve,Murray,Edinburgh ,,United Kingdom
Os Paralamas Do Sucesso,Acústico MTV,Latin,Herbert Vianna,Bora-Bora,0.99,275,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,11,Alexandre,Rocha,São Paulo,SP,Brazil
Os Paralamas Do Sucesso,Acústico MTV,Latin,Herbert Vianna,Vai Valer,0.99,166,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,12,Roberto,Almeida,Rio de Janeiro,RJ,Brazil
Os Paralamas Do Sucesso,Acústico MTV,Latin,James Brown/Tim Maia,I Feel Good (I Got You) - Sossego,0.99,275,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,11,Alexandre,Rocha,São Paulo,SP,Brazil
Os Paralamas Do Sucesso,Acústico MTV,Latin,Herbert Vianna,Uns Dias,0.99,381,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,54,Steve,Murray,Edinburgh ,,United Kingdom
Os Paralamas Do Sucesso,Acústico MTV,Latin,C. A./C.A./Celso Alvim/Herbert Vianna/Mário Moura/Pedro Luís/Sidon Silva,Sincero Breu,0.99,275,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,11,Alexandre,Rocha,São Paulo,SP,Brazil
Os Paralamas Do Sucesso,Acústico MTV,Latin,Herbert Vianna,Meu Erro,0.99,,,,,,,,,,,,,,,
Os Paralamas Do Sucesso,Acústico MTV,Latin,Bi Ribeiro/Herbert Vianna/João Barone,Selvagem,0.99,61,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,32,Aaron,Mitchell,Winnipeg,MB,Canada
Os Paralamas Do Sucesso,Acústico MTV,Latin,Bi Ribeiro/Herbert Vianna/João Barone,Selvagem,0.99,275,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,11,Alexandre,Rocha,São Paulo,SP,Brazil
Os Paralamas Do Sucesso,Acústico MTV,Latin,Herbert Vianna,Brasília 5:31,0.99,381,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,54,Steve,Murray,Edinburgh ,,United Kingdom
Os Paralamas Do Sucesso,Acústico MTV,Latin,Herbert Vianna/Tet Tillett,Tendo A Lua,0.99,,,,,,,,,,,,,,,
Os Paralamas Do Sucesso,Acústico MTV,Latin,Renato Russo,Que País É Este,0.99,,,,,,,,,,,,,,,
Os Paralamas Do Sucesso,Acústico MTV,Latin,Herbert Vianna,Navegar Impreciso,0.99,276,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,15,Jennifer,Peterson,Vancouver,BC,Canada
Os Paralamas Do Sucesso,Acústico MTV,Latin,Beto Guedes/Fernando Brant/L Borges,Feira Moderna,0.99,,,,,,,,,,,,,,,
Os Paralamas Do Sucesso,Acústico MTV,Latin,Bahiano/Chuck Rio/Diego Blanco/Herbert Vianna,Tequila - Lourinha Bombril (Parate Y Mira),0.99,,,,,,,,,,,,,,,
Os Paralamas Do Sucesso,Acústico MTV,Latin,Herbert Vianna,Vamo Batê Lata,0.99,382,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,1,Luís,Gonçalves,São José dos Campos,SP,Brazil
Os Paralamas Do Sucesso,Acústico MTV,Latin,Chris Frantz/David Byrne/Jerry Harrison/Tina Weymouth,Life During Wartime,0.99,276,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,15,Jennifer,Peterson,Vancouver,BC,Canada
Os Paralamas Do Sucesso,Acústico MTV,Latin,Herbert Vianna,Nebulosa Do Amor,0.99,61,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,32,Aaron,Mitchell,Winnipeg,MB,Canada
Os Paralamas Do Sucesso,Acústico MTV,Latin,Herbert Vianna,Nebulosa Do Amor,0.99,167,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,26,Richard,Cunningham,Fort Worth,TX,USA
Os Paralamas Do Sucesso,Acústico MTV,Latin,Herbert Vianna,Caleidoscópio,0.99,168,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,27,Patrick,Gray,Tucson,AZ,USA
Os Paralamas Do Sucesso,Arquivo II,Latin,Fito Paez/Herbert Vianna,Trac Trac,0.99,168,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,27,Patrick,Gray,Tucson,AZ,USA
Os Paralamas Do Sucesso,Arquivo II,Latin,Herbert Vianna/Tetê Tillet,Tendo A Lua,0.99,276,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,15,Jennifer,Peterson,Vancouver,BC,Canada
Os Paralamas Do Sucesso,Arquivo II,Latin,Herbert Vianna,Mensagen De Amor (2000),0.99,169,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,29,Robert,Brown,Toronto,ON,Canada
Os Paralamas Do Sucesso,Arquivo II,Latin,Herbert Vianna,Mensagen De Amor (2000),0.99,382,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,1,Luís,Gonçalves,São José dos Campos,SP,Brazil
Os Paralamas Do Sucesso,Arquivo II,Latin,Bahiano/Diego Blanco/Herbert Vianna,Lourinha Bombril,0.99,,,,,,,,,,,,,,,
Os Paralamas Do Sucesso,Arquivo II,Latin,Herbert Vianna,La Bella Luna,0.99,169,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,29,Robert,Brown,Toronto,ON,Canada
Os Paralamas Do Sucesso,Arquivo II,Latin,Herbert Vianna,Busca Vida,0.99,276,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,15,Jennifer,Peterson,Vancouver,BC,Canada
Os Paralamas Do Sucesso,Arquivo II,Latin,Carlinhos Brown/Herbert Vianna,Uma Brasileira,0.99,170,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,31,Martha,Silk,Halifax,NS,Canada
Os Paralamas Do Sucesso,Arquivo II,Latin,Herbert Vianna,Luis Inacio (300 Picaretas),0.99,61,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,32,Aaron,Mitchell,Winnipeg,MB,Canada
Os Paralamas Do Sucesso,Arquivo II,Latin,Herbert Vianna,Saber Amar,0.99,170,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,31,Martha,Silk,Halifax,NS,Canada
Os Paralamas Do Sucesso,Arquivo II,Latin,Herbert Vianna,Saber Amar,0.99,382,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,1,Luís,Gonçalves,São José dos Campos,SP,Brazil
Os Paralamas Do Sucesso,Arquivo II,Latin,Herbert Vianna,Ela Disse Adeus,0.99,276,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,15,Jennifer,Peterson,Vancouver,BC,Canada
Os Paralamas Do Sucesso,Arquivo II,Latin,Herbert Vianna,O Amor Nao Sabe Esperar,0.99,170,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,31,Martha,Silk,Halifax,NS,Canada
Os Paralamas Do Sucesso,Arquivo II,Latin,Herbert Vianna/Paulo Sérgio Valle,Aonde Quer Que Eu Va,0.99,,,,,,,,,,,,,,,
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,,Caleidoscópio,0.99,170,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,31,Martha,Silk,Halifax,NS,Canada
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,,Óculos,0.99,276,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,15,Jennifer,Peterson,Vancouver,BC,Canada
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,,Cinema Mudo,0.99,382,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,1,Luís,Gonçalves,São José dos Campos,SP,Brazil
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,,Alagados,0.99,,,,,,,,,,,,,,,
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,,Lanterna Dos Afogados,0.99,171,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,35,Madalena,Sampaio,Porto,,Portugal
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,,Melô Do Marinheiro,0.99,,,,,,,,,,,,,,,
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,,Vital E Sua Moto,0.99,,,,,,,,,,,,,,,
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,,O Beco,0.99,277,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,21,Kathy,Chase,Reno,NV,USA
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,,Meu Erro,0.99,171,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,35,Madalena,Sampaio,Porto,,Portugal
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,,Meu Erro,0.99,382,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,1,Luís,Gonçalves,São José dos Campos,SP,Brazil
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,,Perplexo,0.99,62,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,46,Hugh,O'Reilly,Dublin,Dublin,Ireland
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,,Me Liga,0.99,63,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,47,Lucas,Mancini,Rome,RM,Italy
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,,Quase Um Segundo,0.99,63,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,47,Lucas,Mancini,Rome,RM,Italy
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,,Selvagem,0.99,171,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,35,Madalena,Sampaio,Porto,,Portugal
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,,Romance Ideal,0.99,64,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,49,Stanisław,Wójcik,Warsaw,,Poland
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,,Romance Ideal,0.99,277,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,21,Kathy,Chase,Reno,NV,USA
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,,Será Que Vai Chover?,0.99,382,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,1,Luís,Gonçalves,São José dos Campos,SP,Brazil
Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Latin,,SKA,0.99,64,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,49,Stanisław,Wójcik,Warsaw,,Poland
Ozzy Osbourne,Bark at the Moon (Remastered),Rock,O. Osbourne,Bark at the Moon,0.99,171,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,35,Madalena,Sampaio,Porto,,Portugal
Ozzy Osbourne,Blizzard of Ozz,Rock,"B. Daisley, O. Osbourne & R. Rhoads",I Don't Know,0.99,65,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,51,Joakim,Johansson,Stockholm,,Sweden
Ozzy Osbourne,Blizzard of Ozz,Rock,"B. Daisley, O. Osbourne & R. Rhoads",Crazy Train,0.99,,,,,,,,,,,,,,,
Ozzy Osbourne,Diary of a Madman (Remastered),Rock,"L. Kerslake, O. Osbourne, R. Daisley & R. Rhoads",Flying High Again,0.99,65,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,51,Joakim,Johansson,Stockholm,,Sweden
Ozzy Osbourne,Diary of a Madman (Remastered),Rock,"L. Kerslake, O. Osbourne, R. Daisley & R. Rhoads",Flying High Again,0.99,277,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,21,Kathy,Chase,Reno,NV,USA
Ozzy Osbourne,No More Tears (Remastered),Rock,"L. Kilmister, O. Osbourne & Z. Wylde","Mama, I'm Coming Home",0.99,171,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,35,Madalena,Sampaio,Porto,,Portugal
Ozzy Osbourne,No More Tears (Remastered),Rock,"L. Kilmister, O. Osbourne & Z. Wylde","Mama, I'm Coming Home",0.99,382,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,1,Luís,Gonçalves,São José dos Campos,SP,Brazil
Ozzy Osbourne,No More Tears (Remastered),Rock,"J. Purdell, M. Inez, O. Osbourne, R. Castillo & Z. Wylde",No More Tears,0.99,65,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,51,Joakim,Johansson,Stockholm,,Sweden
Ozzy Osbourne,Tribute,Metal,"O. Osbourne, R. Daisley, R. Rhoads",I Don't Know,0.99,,,,,,,,,,,,,,,
Ozzy Osbourne,Tribute,Metal,"O. Osbourne, R. Daisley, R. Rhoads",Crazy Train,0.99,65,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,51,Joakim,Johansson,Stockholm,,Sweden
Ozzy Osbourne,Tribute,Metal,"O. Osbourne, R. Daisley, R. Rhoads",Believer,0.99,171,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,35,Madalena,Sampaio,Porto,,Portugal
Ozzy Osbourne,Tribute,Metal,"O. Osbourne, R. Daisley, R. Rhoads",Mr. Crowley,0.99,277,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,21,Kathy,Chase,Reno,NV,USA
Ozzy Osbourne,Tribute,Metal,"O. Osbourne, R. Daisley, R. Rhoads, L. Kerslake",Flying High Again,0.99,382,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,1,Luís,Gonçalves,São José dos Campos,SP,Brazil
